Dataset,Row ID,Hate_Speech,Counter_Speech,Target,Target_2
CONAN,2563,To solve all our problems it is enough to burn down mosques and the Koran.,"How will being angry and violent towards members your own community, who add so much, solve said communities issues?",Islamophobia,generic
CONAN,2564,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","How will being angry and violent towards members your own community, who add so much, solve said communities issues?",Islamophobia,generic
CONAN,2565,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,Really? Cause it seems problems in this country are caused by hatred and intolerance.,Islamophobia,generic
CONAN,2566,To solve all our problems it is enough to burn down mosques and the Koran.,Really? Cause it seems problems in this country are caused by hatred and intolerance.,Islamophobia,generic
CONAN,2567,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Really? Cause it seems problems in this country are caused by hatred and intolerance.,Islamophobia,generic
CONAN,2568,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"So that will solve poverty, homelessness, division and hatred, Brexit. I did not know these were all down to Muslims! Wow!",Islamophobia,generic
CONAN,2569,To solve all our problems it is enough to burn down mosques and the Koran.,"So that will solve poverty, homelessness, division and hatred, Brexit. I did not know these were all down to Muslims! Wow!",Islamophobia,generic
CONAN,2570,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","So that will solve poverty, homelessness, division and hatred, Brexit. I did not know these were all down to Muslims! Wow!",Islamophobia,generic
CONAN,2571,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"Sounds very much like incitement to me, do be careful.",Islamophobia,generic
CONAN,2572,To solve all our problems it is enough to burn down mosques and the Koran.,"Sounds very much like incitement to me, do be careful.",Islamophobia,generic
CONAN,2573,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","Sounds very much like incitement to me, do be careful.",Islamophobia,generic
CONAN,2574,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Tbh I am struggling to find any Chocolate Eggs which are not labelled as Easter Eggs.,Islamophobia,generic
CONAN,2575,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,Tbh I am struggling to find any Chocolate Eggs which are not labelled as Easter Eggs.,Islamophobia,generic
CONAN,2576,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,Tbh I am struggling to find any Chocolate Eggs which are not labelled as Easter Eggs.,Islamophobia,generic
CONAN,2577,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",The companies can follow their own policies which are conditioned by globalization or marketing. It is not necessary to attribute everything to the Muslim invasion.,Islamophobia,generic
CONAN,2578,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,The companies can follow their own policies which are conditioned by globalization or marketing. It is not necessary to attribute everything to the Muslim invasion.,Islamophobia,generic
CONAN,2579,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,The companies can follow their own policies which are conditioned by globalization or marketing. It is not necessary to attribute everything to the Muslim invasion.,Islamophobia,generic
CONAN,2580,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Just wondering what Muslims have to do with corporate branding tactics designed to make us spend more money.,Islamophobia,generic
CONAN,2581,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,Just wondering what Muslims have to do with corporate branding tactics designed to make us spend more money.,Islamophobia,generic
CONAN,2582,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,Just wondering what Muslims have to do with corporate branding tactics designed to make us spend more money.,Islamophobia,generic
